,bank.type,bank.value,bankLabel.xml:lang,bankLabel.type,bankLabel.value,countryLabel.xml:lang,countryLabel.type,countryLabel.value,instanceLabel.xml:lang,instanceLabel.type,instanceLabel.value,viafid.type,viafid.value,deathyear.datatype,deathyear.type,deathyear.value,website.type,website.value,bankDescription.xml:lang,bankDescription.type,bankDescription.value,bankAltLabel.xml:lang,bankAltLabel.type,bankAltLabel.value,twitter.type,twitter.value,isin.type,isin.value,gid.type,gid.value,permid.type,permid.value,parent.type,parent.value,lei.type,lei.value
4109,uri,http://www.wikidata.org/entity/Q4054016,,literal,Q4054016,en,literal,Russia,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2011,uri,http://www.amtbank.com,,,,,,,,,,,literal,/g/120yrtjn,,,,,,
4110,uri,http://www.wikidata.org/entity/Q4054016,,literal,Q4054016,en,literal,Russia,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,2011,uri,http://www.amtbank.com,,,,,,,,,,,literal,/g/120yrtjn,,,,,,
4111,uri,http://www.wikidata.org/entity/Q4056180,,literal,Q4056180,en,literal,Russia,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,,,,,,,,,,,,,literal,/g/121875zd,,,,,,
4112,uri,http://www.wikidata.org/entity/Q4056180,,literal,Q4056180,en,literal,Russia,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,,,,,,,,,,,,,literal,/g/121875zd,,,,,,
4113,uri,http://www.wikidata.org/entity/Q4076918,en,literal,Baltijsky Bank,en,literal,Russia,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,http://www.baltbank.ru,en,literal,russian bank,,,,literal,BALTBANKru,,,literal,/g/122qmkx6,,,,,,
4114,uri,http://www.wikidata.org/entity/Q4076918,en,literal,Baltijsky Bank,en,literal,Russia,en,literal,public company,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,http://www.baltbank.ru,en,literal,russian bank,,,,literal,BALTBANKru,,,literal,/g/122qmkx6,,,,,,
4115,uri,http://www.wikidata.org/entity/Q4076918,en,literal,Baltijsky Bank,en,literal,Russia,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,http://www.baltbank.ru,en,literal,russian bank,,,,literal,BALTBANKru,,,literal,/g/122qmkx6,,,,,,
4116,uri,http://www.wikidata.org/entity/Q4076918,en,literal,Baltijsky Bank,en,literal,Russia,en,literal,enterprise,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,http://www.baltbank.ru,en,literal,russian bank,,,,literal,BALTBANKru,,,literal,/g/122qmkx6,,,,,,
4117,uri,http://www.wikidata.org/entity/Q4077329,en,literal,Bank24.ru,en,literal,Russia,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2014,uri,http://www.bank24.ru/,,,,,,,,,,,literal,/g/121h3jqw,,,,,,
4118,uri,http://www.wikidata.org/entity/Q4077342,,literal,Q4077342,en,literal,Russia,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1998,,,,,,,,,,,,,,,,,,,,
4119,uri,http://www.wikidata.org/entity/Q4077342,,literal,Q4077342,en,literal,Russia,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,1998,,,,,,,,,,,,,,,,,,,,
4120,uri,http://www.wikidata.org/entity/Q4102033,en,literal,VTB 24,en,literal,Russia,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2018,uri,https://www.vtb24.ru/,en,literal,Russian bank,en,literal,"Bank VTB 24, VTB-24, VTB24",literal,bankvtb24,,,literal,/g/122m45bh,,,uri,http://www.wikidata.org/entity/Q1549389,,
4121,uri,http://www.wikidata.org/entity/Q4102033,en,literal,VTB 24,en,literal,Russia,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,2018,uri,https://www.vtb24.ru/,en,literal,Russian bank,en,literal,"Bank VTB 24, VTB-24, VTB24",literal,bankvtb24,,,literal,/g/122m45bh,,,uri,http://www.wikidata.org/entity/Q1549389,,
4122,uri,http://www.wikidata.org/entity/Q4854143,en,literal,Bancpost,en,literal,Romania,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,http://www.bancpost.ro,en,literal,former Romanian bank,,,,,,,,,,,,,,,
4123,uri,http://www.wikidata.org/entity/Q4854143,en,literal,Bancpost,en,literal,Romania,en,literal,financial institution,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,http://www.bancpost.ro,en,literal,former Romanian bank,,,,,,,,,,,,,,,
4124,uri,http://www.wikidata.org/entity/Q21061210,en,literal,Crédit suisse,en,literal,Switzerland,en,literal,bank,literal,157587312,http://www.w3.org/2001/XMLSchema#integer,literal,1997,,,en,literal,"former Swiss bank, dissolved 1997",,,,,,,,,,,,,,,
4125,uri,http://www.wikidata.org/entity/Q21061210,en,literal,Crédit suisse,en,literal,Switzerland,en,literal,business,literal,157587312,http://www.w3.org/2001/XMLSchema#integer,literal,1997,,,en,literal,"former Swiss bank, dissolved 1997",,,,,,,,,,,,,,,
4126,uri,http://www.wikidata.org/entity/Q24262930,en,literal,Istituto Bancario San Paolo di Torino,en,literal,Italy,en,literal,bank,literal,123139280,http://www.w3.org/2001/XMLSchema#integer,literal,1998,,,en,literal,defunct Italian bank,it,literal,Sanpaolo,,,,,literal,/g/11cn3v0mzn,,,,,,
4127,uri,http://www.wikidata.org/entity/Q24262930,en,literal,Istituto Bancario San Paolo di Torino,en,literal,Italy,en,literal,business,literal,123139280,http://www.w3.org/2001/XMLSchema#integer,literal,1998,,,en,literal,defunct Italian bank,it,literal,Sanpaolo,,,,,literal,/g/11cn3v0mzn,,,,,,
4128,uri,http://www.wikidata.org/entity/Q25057152,en,literal,Credito Agrario Bresciano,en,literal,Italy,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1998,,,en,literal,italian bank,it,literal,CAB,,,,,literal,/g/11c266rsfm,,,,,,
4129,uri,http://www.wikidata.org/entity/Q25057152,en,literal,Credito Agrario Bresciano,en,literal,Italy,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,1998,,,en,literal,italian bank,it,literal,CAB,,,,,literal,/g/11c266rsfm,,,,,,
4130,uri,http://www.wikidata.org/entity/Q25099410,en,literal,The Bank of Washington,en,literal,United States of America,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1990,,,en,literal,"former bank in Washington, D.C.",en,literal,"NBW, The National Bank of Washington",,,,,literal,/g/11b871hvc0,,,,,,
4131,uri,http://www.wikidata.org/entity/Q27702632,en,literal,Banco Español de Puerto Rico,en,literal,United States of America,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1913,,,es,literal,"banco de San Juan, emisor de moneda",,,,,,,,literal,/g/11c264yqgq,,,,,,
4132,uri,http://www.wikidata.org/entity/Q27702632,en,literal,Banco Español de Puerto Rico,en,literal,United States of America,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,1913,,,es,literal,"banco de San Juan, emisor de moneda",,,,,,,,literal,/g/11c264yqgq,,,,,,
4133,uri,http://www.wikidata.org/entity/Q29917842,en,literal,Bipop,en,literal,Italy,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1999,,,en,literal,Italian private bank,en,literal,Banca Popolare di Brescia,,,,,literal,/g/11cm_p_5kc,,,,,,
4134,uri,http://www.wikidata.org/entity/Q29917842,en,literal,Bipop,en,literal,Italy,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,1999,,,en,literal,Italian private bank,en,literal,Banca Popolare di Brescia,,,,,literal,/g/11cm_p_5kc,,,,,,
4135,uri,http://www.wikidata.org/entity/Q52634168,en,literal,Banco Nacional da Cidade de São Paulo SA,en,literal,Brazil,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1949,,,en,literal,former bank in São Paulo city,,,,,,,,,,,,,,,
4136,uri,http://www.wikidata.org/entity/Q52634168,en,literal,Banco Nacional da Cidade de São Paulo SA,en,literal,Brazil,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,1949,,,en,literal,former bank in São Paulo city,,,,,,,,,,,,,,,
4137,uri,http://www.wikidata.org/entity/Q205012,en,literal,Sberbank of Russia,en,literal,Russia,en,literal,business,literal,145578847,,,,uri,https://www.sberbank.ru,en,literal,Russian banking and financial services company,en,literal,Sberbank,literal,sberbank,literal,RU0009029540,,,literal,5000036115,,,,
4138,uri,http://www.wikidata.org/entity/Q205012,en,literal,Sberbank of Russia,en,literal,Russia,en,literal,enterprise,literal,145578847,,,,uri,https://www.sberbank.ru,en,literal,Russian banking and financial services company,en,literal,Sberbank,literal,sberbank,literal,RU0009029540,,,literal,5000036115,,,,
4139,uri,http://www.wikidata.org/entity/Q205012,en,literal,Sberbank of Russia,en,literal,Russia,,literal,Q16691582,literal,145578847,,,,uri,https://www.sberbank.ru,en,literal,Russian banking and financial services company,en,literal,Sberbank,literal,sberbank,literal,RU0009029540,,,literal,5000036115,,,,
4140,uri,http://www.wikidata.org/entity/Q205012,en,literal,Sberbank of Russia,en,literal,Russia,,literal,Q93429702,literal,145578847,,,,uri,https://www.sberbank.ru,en,literal,Russian banking and financial services company,en,literal,Sberbank,literal,sberbank,literal,RU0009029540,,,literal,5000036115,,,,
4141,uri,http://www.wikidata.org/entity/Q565595,en,literal,GE Money Bank,en,literal,Russia,en,literal,bank,literal,141452589,,,,uri,http://www.gemoney.ru,,,,de,literal,GE Moneybank,,,,,,,,,,,,
4142,uri,http://www.wikidata.org/entity/Q565595,en,literal,GE Money Bank,en,literal,Russia,en,literal,business,literal,141452589,,,,uri,http://www.gemoney.ru,,,,de,literal,GE Moneybank,,,,,,,,,,,,
4143,uri,http://www.wikidata.org/entity/Q670084,en,literal,Vnesheconombank,en,literal,Russia,en,literal,bank,,,,,,uri,http://www.veb.ru/,en,literal,state corporation (Russia),,,,,,,,,,,,,,,
4144,uri,http://www.wikidata.org/entity/Q670084,en,literal,Vnesheconombank,en,literal,Russia,en,literal,business,,,,,,uri,http://www.veb.ru/,en,literal,state corporation (Russia),,,,,,,,,,,,,,,
4145,uri,http://www.wikidata.org/entity/Q670084,en,literal,Vnesheconombank,en,literal,Russia,en,literal,enterprise,,,,,,uri,http://www.veb.ru/,en,literal,state corporation (Russia),,,,,,,,,,,,,,,
4146,uri,http://www.wikidata.org/entity/Q727011,en,literal,Unicredit Bank,en,literal,Russia,en,literal,bank,,,,,,uri,https://www.unicreditbank.ru/ru/personal.html,en,literal,Russian subsidiary of the UniCredit Group,en,literal,"CJSC IMB, Closed Joint Stock Company International Moscow Bank, Closed Joint Stock Company UniCredit Bank, International Moscow Bank, UniCredit Bank Russia, ZAO International Moscow Bank, ZAO UniCredit Bank",literal,unicreditrussia,,,literal,/g/1233ll19,,,,,,
4147,uri,http://www.wikidata.org/entity/Q727011,en,literal,Unicredit Bank,en,literal,Russia,en,literal,joint-stock company,,,,,,uri,https://www.unicreditbank.ru/ru/personal.html,en,literal,Russian subsidiary of the UniCredit Group,en,literal,"CJSC IMB, Closed Joint Stock Company International Moscow Bank, Closed Joint Stock Company UniCredit Bank, International Moscow Bank, UniCredit Bank Russia, ZAO International Moscow Bank, ZAO UniCredit Bank",literal,unicreditrussia,,,literal,/g/1233ll19,,,,,,
4148,uri,http://www.wikidata.org/entity/Q727011,en,literal,Unicredit Bank,en,literal,Russia,en,literal,business,,,,,,uri,https://www.unicreditbank.ru/ru/personal.html,en,literal,Russian subsidiary of the UniCredit Group,en,literal,"CJSC IMB, Closed Joint Stock Company International Moscow Bank, Closed Joint Stock Company UniCredit Bank, International Moscow Bank, UniCredit Bank Russia, ZAO International Moscow Bank, ZAO UniCredit Bank",literal,unicreditrussia,,,literal,/g/1233ll19,,,,,,
4149,uri,http://www.wikidata.org/entity/Q727011,en,literal,Unicredit Bank,en,literal,Russia,en,literal,enterprise,,,,,,uri,https://www.unicreditbank.ru/ru/personal.html,en,literal,Russian subsidiary of the UniCredit Group,en,literal,"CJSC IMB, Closed Joint Stock Company International Moscow Bank, Closed Joint Stock Company UniCredit Bank, International Moscow Bank, UniCredit Bank Russia, ZAO International Moscow Bank, ZAO UniCredit Bank",literal,unicreditrussia,,,literal,/g/1233ll19,,,,,,
4150,uri,http://www.wikidata.org/entity/Q827011,en,literal,Rossiya Bank,en,literal,Russia,en,literal,bank,,,,,,uri,http://www.abr.ru/,en,literal,Russian joint stock bank,,,,,,,,,,,,,,,
4151,uri,http://www.wikidata.org/entity/Q827011,en,literal,Rossiya Bank,en,literal,Russia,en,literal,business,,,,,,uri,http://www.abr.ru/,en,literal,Russian joint stock bank,,,,,,,,,,,,,,,
4152,uri,http://www.wikidata.org/entity/Q827011,en,literal,Rossiya Bank,en,literal,Russia,en,literal,enterprise,,,,,,uri,http://www.abr.ru/,en,literal,Russian joint stock bank,,,,,,,,,,,,,,,
4153,uri,http://www.wikidata.org/entity/Q1377835,en,literal,Alfa-Bank,en,literal,Russia,en,literal,bank,,,,,,uri,https://alfabank.ru,en,literal,European private bank headquartered in Russia,,,,literal,alfabank,,,,,,,uri,http://www.wikidata.org/entity/Q2004123,,
4154,uri,http://www.wikidata.org/entity/Q1377835,en,literal,Alfa-Bank,en,literal,Russia,en,literal,business,,,,,,uri,https://alfabank.ru,en,literal,European private bank headquartered in Russia,,,,literal,alfabank,,,,,,,uri,http://www.wikidata.org/entity/Q2004123,,
4155,uri,http://www.wikidata.org/entity/Q1667422,en,literal,MTS-Bank,en,literal,Russia,en,literal,bank,,,,,,uri,http://www.mtsbank.ru/,,,,,,,,,,,literal,/g/1q6jzf81d,,,,,,
4156,uri,http://www.wikidata.org/entity/Q1667422,en,literal,MTS-Bank,en,literal,Russia,en,literal,business,,,,,,uri,http://www.mtsbank.ru/,,,,,,,,,,,literal,/g/1q6jzf81d,,,,,,
4157,uri,http://www.wikidata.org/entity/Q3920226,en,literal,Russian Agricultural Bank,en,literal,Russia,en,literal,bank,,,,,,uri,https://www.rshb.ru,en,literal,Russian state-owned agricultural bank based in Moscow,en,literal,Rosselkhozbank,literal,RSHBmedia,,,,,,,,,,
4158,uri,http://www.wikidata.org/entity/Q3920226,en,literal,Russian Agricultural Bank,en,literal,Russia,en,literal,business,,,,,,uri,https://www.rshb.ru,en,literal,Russian state-owned agricultural bank based in Moscow,en,literal,Rosselkhozbank,literal,RSHBmedia,,,,,,,,,,
4159,uri,http://www.wikidata.org/entity/Q4055122,,literal,Q4055122,en,literal,Russia,en,literal,bank,,,,,,uri,http://www.absolutbank.ru/,,,,,,,,,,,literal,/g/121thwdy,,,,,,
4160,uri,http://www.wikidata.org/entity/Q4055122,,literal,Q4055122,en,literal,Russia,en,literal,business,,,,,,uri,http://www.absolutbank.ru/,,,,,,,,,,,literal,/g/121thwdy,,,,,,
4161,uri,http://www.wikidata.org/entity/Q4058304,en,literal,Asian-Pacific Bank,en,literal,Russia,en,literal,bank,,,,,,uri,https://www.atb.su/,,,,,,,literal,atb_su,,,literal,/g/121ffjcr,,,,,,
4162,uri,http://www.wikidata.org/entity/Q4058304,en,literal,Asian-Pacific Bank,en,literal,Russia,en,literal,business,,,,,,uri,https://www.atb.su/,,,,,,,literal,atb_su,,,literal,/g/121ffjcr,,,,,,
4163,uri,http://www.wikidata.org/entity/Q4059103,en,literal,Ak Bars Bank,en,literal,Russia,en,literal,bank,,,,,,uri,https://www.akbars.ru,en,literal,"diversified financial holding in Kazan, Russia",en,literal,Joint-Stock Commercial Bank «AK BARS»   (Public Joint-Stock Company),literal,akbars_ru,,,literal,/g/122vfbc7,,,,,,
4164,uri,http://www.wikidata.org/entity/Q4059103,en,literal,Ak Bars Bank,en,literal,Russia,en,literal,business,,,,,,uri,https://www.akbars.ru,en,literal,"diversified financial holding in Kazan, Russia",en,literal,Joint-Stock Commercial Bank «AK BARS»   (Public Joint-Stock Company),literal,akbars_ru,,,literal,/g/122vfbc7,,,,,,
4165,uri,http://www.wikidata.org/entity/Q4062086,,literal,Q4062086,en,literal,Russia,en,literal,bank,,,,,,uri,http://www.bank-alemar.ru/,,,,,,,,,,,literal,/g/120zjvcc,,,,,,
4166,uri,http://www.wikidata.org/entity/Q4062086,,literal,Q4062086,en,literal,Russia,en,literal,business,,,,,,uri,http://www.bank-alemar.ru/,,,,,,,,,,,literal,/g/120zjvcc,,,,,,
4167,uri,http://www.wikidata.org/entity/Q4062739,en,literal,Almazergienbank,en,literal,Russia,en,literal,bank,,,,,,uri,https://albank.ru/,en,literal,Middle sized retail bank based in Yakutsk Russia,,,,,,,,,,,,,,,
4168,uri,http://www.wikidata.org/entity/Q4076958,,literal,Q4076958,en,literal,Russia,en,literal,bank,,,,,,uri,http://www.baltinvestbank.com,,,,,,,,,,,literal,/g/11x7vjn4h,,,,,,
4169,uri,http://www.wikidata.org/entity/Q4076958,,literal,Q4076958,en,literal,Russia,en,literal,business,,,,,,uri,http://www.baltinvestbank.com,,,,,,,,,,,literal,/g/11x7vjn4h,,,,,,
4170,uri,http://www.wikidata.org/entity/Q4077332,,literal,Q4077332,en,literal,Russia,en,literal,bank,,,,,,uri,http://www.bsgv.ru,,,,,,,,,,,literal,/g/1229w7kf,,,,,,
4171,uri,http://www.wikidata.org/entity/Q4077332,,literal,Q4077332,en,literal,Russia,en,literal,business,,,,,,uri,http://www.bsgv.ru,,,,,,,,,,,literal,/g/1229w7kf,,,,,,
4172,uri,http://www.wikidata.org/entity/Q4077335,,literal,Q4077335,en,literal,Russia,en,literal,bank,,,,,,uri,http://www.vtb.ru/,,,,,,,,,,,literal,/g/121srg89,,,,,,
4173,uri,http://www.wikidata.org/entity/Q4077335,,literal,Q4077335,en,literal,Russia,en,literal,business,,,,,,uri,http://www.vtb.ru/,,,,,,,,,,,literal,/g/121srg89,,,,,,
4174,uri,http://www.wikidata.org/entity/Q4077338,,literal,Q4077338,en,literal,Russia,en,literal,bank,,,,,,uri,https://www.credit-suisse.com/ru/ru/,,,,,,,,,,,literal,/g/125_ctp3r,,,,,,
4175,uri,http://www.wikidata.org/entity/Q4077338,,literal,Q4077338,en,literal,Russia,en,literal,business,,,,,,uri,https://www.credit-suisse.com/ru/ru/,,,,,,,,,,,literal,/g/125_ctp3r,,,,,,
4176,uri,http://www.wikidata.org/entity/Q4126516,,literal,Q4126516,en,literal,Russia,en,literal,bank,,,,,,uri,http://www.vefk.ru/,,,,,,,,,,,literal,/g/122lq46s,,,,,,
4177,uri,http://www.wikidata.org/entity/Q4126516,,literal,Q4126516,en,literal,Russia,en,literal,business,,,,,,uri,http://www.vefk.ru/,,,,,,,,,,,literal,/g/122lq46s,,,,,,
4178,uri,http://www.wikidata.org/entity/Q4126516,,literal,Q4126516,en,literal,Russia,en,literal,enterprise,,,,,,uri,http://www.vefk.ru/,,,,,,,,,,,literal,/g/122lq46s,,,,,,
4179,uri,http://www.wikidata.org/entity/Q4126657,en,literal,Vostochny Bank,en,literal,Russia,en,literal,bank,,,,,,uri,https://www.vostbank.ru,en,literal,"Russian financial company based in Blagoveshchensk, Amur Oblast",en,literal,Orient Express Bank,literal,vostbank,,,literal,/g/1227_3rh,,,,,,
4180,uri,http://www.wikidata.org/entity/Q4126657,en,literal,Vostochny Bank,en,literal,Russia,en,literal,business,,,,,,uri,https://www.vostbank.ru,en,literal,"Russian financial company based in Blagoveshchensk, Amur Oblast",en,literal,Orient Express Bank,literal,vostbank,,,literal,/g/1227_3rh,,,,,,
4181,uri,http://www.wikidata.org/entity/Q4127481,en,literal,Russian Regional Development Bank,en,literal,Russia,en,literal,bank,,,,,,uri,https://www.vbrr.ru/,,,,,,,,,,,literal,/g/120x0ws4,,,,,,
4182,uri,http://www.wikidata.org/entity/Q20312297,en,literal,Allsecures,en,literal,Italy,en,literal,insurance company,,,,,,uri,http://www.axa.com/,en,literal,Insurance and banking company,en,literal,Alleanza Securitas Esperia,,,,,,,,,uri,http://www.wikidata.org/entity/Q160054,,
4183,uri,http://www.wikidata.org/entity/Q20312297,en,literal,Allsecures,en,literal,Italy,en,literal,business,,,,,,uri,http://www.axa.com/,en,literal,Insurance and banking company,en,literal,Alleanza Securitas Esperia,,,,,,,,,uri,http://www.wikidata.org/entity/Q160054,,
4184,uri,http://www.wikidata.org/entity/Q20312297,en,literal,Allsecures,en,literal,Italy,en,literal,enterprise,,,,,,uri,http://www.axa.com/,en,literal,Insurance and banking company,en,literal,Alleanza Securitas Esperia,,,,,,,,,uri,http://www.wikidata.org/entity/Q160054,,
4185,uri,http://www.wikidata.org/entity/Q20391662,,literal,Q20391662,en,literal,Lebanon,en,literal,business,,,,,,uri,http://www.bitbank.com.lb/,,,,,,,,,,,literal,/g/11b6pr90n8,,,,,,
4186,uri,http://www.wikidata.org/entity/Q20391680,en,literal,Al-Madina Bank (Scandal),en,literal,Lebanon,en,literal,bank,,,,,,,,,,,,,,,,,,literal,/g/11b6pp3fdc,,,,,,
4187,uri,http://www.wikidata.org/entity/Q20391680,en,literal,Al-Madina Bank (Scandal),en,literal,Lebanon,en,literal,business,,,,,,,,,,,,,,,,,,literal,/g/11b6pp3fdc,,,,,,
4188,uri,http://www.wikidata.org/entity/Q21190042,it,literal,Banca del Piemonte,en,literal,Italy,en,literal,bank,,,,,,uri,http://www.bancadelpiemonte.it,it,literal,istituto di credito italiano,,,,,,,,literal,/g/11bwg7drkl,,,,,literal,8156009D703BF86C6880
4189,uri,http://www.wikidata.org/entity/Q21190042,it,literal,Banca del Piemonte,en,literal,Italy,en,literal,business,,,,,,uri,http://www.bancadelpiemonte.it,it,literal,istituto di credito italiano,,,,,,,,literal,/g/11bwg7drkl,,,,,literal,8156009D703BF86C6880
4190,uri,http://www.wikidata.org/entity/Q24940511,en,literal,Banco di Sant'Ambrogio,en,literal,Italy,en,literal,bank,,,,,,,,it,literal,banca storica italiana,,,,,,,,literal,/g/11cn3jjryz,,,,,,
4191,uri,http://www.wikidata.org/entity/Q24940511,en,literal,Banco di Sant'Ambrogio,en,literal,Italy,en,literal,business,,,,,,,,it,literal,banca storica italiana,,,,,,,,literal,/g/11cn3jjryz,,,,,,
4192,uri,http://www.wikidata.org/entity/Q25203283,en,literal,Farmers and Merchants Bank,en,literal,United States of America,en,literal,bank,,,,,,,,,,,,,,,,,,literal,/g/11b86qgylw,,,,,,
4193,uri,http://www.wikidata.org/entity/Q25209457,en,literal,First National Bank,en,literal,United States of America,en,literal,bank,,,,,,,,,,,,,,,,,,,,,,,,,
4194,uri,http://www.wikidata.org/entity/Q25346039,en,literal,State Savings Bank,en,literal,United States of America,en,literal,bank,,,,,,,,,,,,,,,,,,literal,/g/11b_2xv7bv,,,,,,
4195,uri,http://www.wikidata.org/entity/Q25381439,fr,literal,Citizens Bank of Louisiana,en,literal,United States of America,en,literal,bank,literal,124437851,,,,,,,,,,,,,,,,literal,/g/11bx8klfq5,,,,,,
4196,uri,http://www.wikidata.org/entity/Q27331643,en,literal,BPM Bank,en,literal,Italy,en,literal,bank,,,,,,uri,https://www.bancobpm.it/,en,literal,Italian banking conglomerate,,,,literal,BancoBPMSpa,literal,IT0005218380,literal,/g/11c55vm27j,,,,,,
4197,uri,http://www.wikidata.org/entity/Q27331643,en,literal,BPM Bank,en,literal,Italy,en,literal,credit institution,,,,,,uri,https://www.bancobpm.it/,en,literal,Italian banking conglomerate,,,,literal,BancoBPMSpa,literal,IT0005218380,literal,/g/11c55vm27j,,,,,,
4198,uri,http://www.wikidata.org/entity/Q27331643,en,literal,BPM Bank,en,literal,Italy,en,literal,business,,,,,,uri,https://www.bancobpm.it/,en,literal,Italian banking conglomerate,,,,literal,BancoBPMSpa,literal,IT0005218380,literal,/g/11c55vm27j,,,,,,
4199,uri,http://www.wikidata.org/entity/Q27331643,en,literal,BPM Bank,en,literal,Italy,en,literal,enterprise,,,,,,uri,https://www.bancobpm.it/,en,literal,Italian banking conglomerate,,,,literal,BancoBPMSpa,literal,IT0005218380,literal,/g/11c55vm27j,,,,,,
4200,uri,http://www.wikidata.org/entity/Q27728368,en,literal,Pathfinder Bank,en,literal,United States of America,en,literal,bank,,,,,,uri,https://www.pathfinderbank.com/,,,,,,,,,,,,,,,,,,
4201,uri,http://www.wikidata.org/entity/Q27865861,en,literal,Central Bank,en,literal,United States of America,en,literal,bank,,,,,,uri,https://www.centralbankar.com/,en,literal,"bank in Arkansas, US",en,literal,Central Bank of Arkansas,,,,,,,literal,5000660262,,,literal,5493008ETVHBTJEF0O91
4202,uri,http://www.wikidata.org/entity/Q31838272,de,literal,Bank in Zürich,en,literal,Switzerland,en,literal,bank,,,,,,,,,,,,,,,,,,literal,/g/11dxm80bdh,,,,,,
4203,uri,http://www.wikidata.org/entity/Q48989653,en,literal,Hentsch,en,literal,Switzerland,en,literal,bank,,,,,,,,en,literal,"bank in Geneva, Switzerland",,,,,,,,literal,/g/11hbpdj6zm,,,,,,
4204,uri,http://www.wikidata.org/entity/Q51076933,en,literal,Holvi,en,literal,Finland,en,literal,bank,,,,,,uri,https://about.holvi.com/,en,literal,European online banking service.,,,,,,,,literal,/g/11fhlppt_x,,,,,,
4205,uri,http://www.wikidata.org/entity/Q52558309,it,literal,monte nummaro,en,literal,Italy,en,literal,bank,,,,,,,,it,literal,cassa comunale di credito agrario della Sardegna sabauda,,,,,,,,literal,/g/11g0g4rsxr,,,,,,
4206,uri,http://www.wikidata.org/entity/Q52558309,it,literal,monte nummaro,en,literal,Italy,en,literal,business,,,,,,,,it,literal,cassa comunale di credito agrario della Sardegna sabauda,,,,,,,,literal,/g/11g0g4rsxr,,,,,,
4207,uri,http://www.wikidata.org/entity/Q55590043,it,literal,Banco Azzoaglio,en,literal,Italy,en,literal,bank,,,,,,uri,https://www.azzoaglio.it,it,literal,banca italiana con sede nel comune di Ceva (CN),it,literal,"Banco di Credito P. Azzoaglio, Banco di Credito Paolo Azzoaglio, Banco P. Azzoaglio, Banco Paolo Azzoaglio",,,,,literal,/g/11hdg0_dzc,,,,,,
4208,uri,http://www.wikidata.org/entity/Q55590043,it,literal,Banco Azzoaglio,en,literal,Italy,en,literal,business,,,,,,uri,https://www.azzoaglio.it,it,literal,banca italiana con sede nel comune di Ceva (CN),it,literal,"Banco di Credito P. Azzoaglio, Banco di Credito Paolo Azzoaglio, Banco P. Azzoaglio, Banco Paolo Azzoaglio",,,,,literal,/g/11hdg0_dzc,,,,,,
4209,uri,http://www.wikidata.org/entity/Q289642,en,literal,Societe Generale bank Montenegro,en,literal,Montenegro,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2020,,,en,literal,bank operating in Montenegro,fr,literal,"Prva Zetska Stedionica, Société générale Monténégro",,,,,,,,,,,,
4210,uri,http://www.wikidata.org/entity/Q7311328,en,literal,State Trade Bank,en,literal,Indonesia,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1999,,,en,literal,former Indonesian state-owned bank,,,,,,,,literal,/g/121pkr4y,,,,,,
4211,uri,http://www.wikidata.org/entity/Q7311328,en,literal,State Trade Bank,en,literal,Indonesia,en,literal,state-owned enterprise,,,http://www.w3.org/2001/XMLSchema#integer,literal,1999,,,en,literal,former Indonesian state-owned bank,,,,,,,,literal,/g/121pkr4y,,,,,,
4212,uri,http://www.wikidata.org/entity/Q7311328,en,literal,State Trade Bank,en,literal,Indonesia,en,literal,financial institution,,,http://www.w3.org/2001/XMLSchema#integer,literal,1999,,,en,literal,former Indonesian state-owned bank,,,,,,,,literal,/g/121pkr4y,,,,,,
4213,uri,http://www.wikidata.org/entity/Q80438,en,literal,ATFBank,en,literal,Kazakhstan,en,literal,bank,,,,,,uri,http://www.atfbank.kz/,de,literal,Geschäftsbetrieb in Kasachstan,,,,,,,,literal,/g/121hf79f,,,,,,
